zip_code,latitude,longitude,city,state
913,18.450735,-66.043352,San Juan,PR
914,18.410462,-66.060533,San Juan,PR
915,18.437896,-66.048087,San Juan,PR
916,18.410462,-66.060533,San Juan,PR
917,18.422018,-66.050602,San Juan,PR
918,18.419069,-66.062319,San Juan,PR
919,18.410462,-66.060533,San Juan,PR
920,18.406808,-66.091885,San Juan,PR
921,18.390429,-66.066124,San Juan,PR
922,18.410462,-66.060533,San Juan,PR
923,18.410775,-66.036708,San Juan,PR
924,18.396392,-66.01146,San Juan,PR
925,18.401055,-66.049773,San Juan,PR
926,18.369376,-66.062804,San Juan,PR
927,18.385174,-66.071959,San Juan,PR
928,18.410462,-66.060533,San Juan,PR
929,18.410462,-66.060533,San Juan,PR
930,18.410462,-66.060533,San Juan,PR
931,18.410462,-66.060533,San Juan,PR
933,18.410462,-66.060533,San Juan,PR
934,18.34487,-66.166014,Fort Buchanan,PR
935,18.410462,-66.060533,San Juan,PR
936,18.410462,-66.060533,San Juan,PR
937,18.410462,-66.060533,San Juan,PR
938,18.410462,-66.060533,San Juan,PR
939,18.410462,-66.060533,San Juan,PR
940,18.410462,-66.060533,San Juan,PR
949,18.431911,-66.199692,Toa Baja,PR
950,18.457761,-66.196503,Toa Baja,PR
951,18.457761,-66.196503,Toa Baja,PR
952,18.457761,-66.196503,Sabana Seca,PR
953,18.356795,-66.25701,Toa Alta,PR
954,18.358939,-66.258108,Toa Alta,PR
955,18.410462,-66.060533,San Juan,PR
956,18.326702,-66.174176,Bayamon,PR
957,18.366645,-66.183907,Bayamon,PR
958,18.34487,-66.166014,Bayamon,PR
959,18.387058,-66.159044,Bayamon,PR
960,18.34487,-66.166014,Bayamon,PR
961,18.413195,-66.168651,Bayamon,PR
962,18.437644,-66.140407,Catano,PR
963,18.443217,-66.139293,Catano,PR
965,18.428784,-66.11539,Guaynabo,PR
966,18.396815,-66.114889,Guaynabo,PR
968,18.410462,-66.060533,Guaynabo,PR
969,18.362322,-66.113729,Guaynabo,PR
970,18.359143,-66.112295,Guaynabo,PR
971,18.30942,-66.113606,Guaynabo,PR
975,18.410462,-66.060533,San Juan,PR
976,18.338133,-65.989229,Trujillo Alto,PR
977,18.337004,-65.990099,Trujillo Alto,PR
978,18.337004,-65.990099,Saint Just Contract,PR
979,18.410462,-66.060533,Carolina,PR
981,18.410462,-66.060533,Carolina,PR
982,18.410462,-66.060533,Carolina,PR
983,18.413452,-65.977659,Carolina,PR
984,18.393355,-65.972495,Carolina,PR
985,18.345741,-65.93888,Carolina,PR
986,18.393355,-65.972495,Carolina,PR
987,18.373466,-65.959932,Carolina,PR
988,18.393355,-65.972495,Carolina,PR
1001,42.140549,-72.788661,Agawam,MA
1002,42.367092,-72.464571,Amherst,MA
1003,42.369562,-72.63599,Amherst,MA
1004,42.384494,-72.513183,Amherst,MA
1005,42.32916,-72.139465,Barre,MA
1007,42.280267,-72.402056,Belchertown,MA
1008,42.177833,-72.958359,Blandford,MA
1009,42.206092,-72.340486,Bondsville,MA
1010,42.108585,-72.20448,Brimfield,MA
1011,42.294259,-72.952776,Chester,MA
1012,42.392274,-72.825607,Chesterfield,MA
1013,42.161492,-72.667341,Chicopee,MA
1014,42.170731,-72.604842,Chicopee,MA
1020,42.177492,-72.562563,Chicopee,MA
1021,42.170731,-72.604842,Chicopee,MA
1022,42.193392,-72.55436,Chicopee,MA
1026,42.428617,-72.909841,Cummington,MA
1027,42.368303,-72.768839,Easthampton,MA
1028,42.062009,-72.49874,East Longmeadow,MA
1029,42.190904,-73.051661,East Otis,MA
1030,42.189335,-72.79774,Feeding Hills,MA
1031,42.352554,-72.205724,Gilbertville,MA
1032,42.443837,-72.819446,Goshen,MA
1033,42.262285,-72.504086,Granby,MA
1034,42.112748,-72.952003,Granville,MA
1035,42.356804,-72.576613,Hadley,MA
1036,42.067614,-72.417507,Hampden,MA
1037,42.347856,-72.225251,Hardwick,MA
1038,42.387269,-72.643081,Hatfield,MA
1039,42.35641,-72.682127,Haydenville,MA
1040,42.198291,-72.64207,Holyoke,MA
1041,42.170731,-72.604842,Holyoke,MA
1050,42.313427,-72.903677,Huntington,MA
1053,42.353838,-72.704385,Leeds,MA
1054,42.474681,-72.467543,Leverett,MA
1056,42.173276,-72.627038,Ludlow,MA
1057,42.095323,-72.282063,Monson,MA
1059,42.369562,-72.63599,North Amherst,MA
1060,42.415154,-72.76927,Northampton,MA
1061,42.369562,-72.63599,Northampton,MA
1062,42.328838,-72.845227,Florence,MA
1063,42.317939,-72.640234,Northampton,MA
1066,42.406697,-72.633901,North Hatfield,MA
1068,42.346144,-72.058847,Oakham,MA
1069,42.176131,-72.31457,Palmer,MA
1070,42.448984,-72.958397,Plainfield,MA
1071,42.177432,-72.864558,Russell,MA
1072,42.471562,-72.44017,Shutesbury,MA
1073,42.230008,-72.728463,Southampton,MA
1074,42.375998,-72.149388,South Barre,MA
1075,42.24984,-72.58152,South Hadley,MA
1077,42.066644,-72.541205,Southwick,MA
1079,42.192892,-72.329574,Thorndike,MA
1080,42.179805,-72.517813,Three Rivers,MA
1081,42.061948,-72.213598,Wales,MA
1082,42.377471,-72.548549,Ware,MA
1083,42.204027,-72.199439,Warren,MA
1084,42.390303,-72.870857,West Chesterfield,MA
1085,42.14869,-72.501887,Westfield,MA
1086,42.173428,-72.847964,Westfield,MA
1088,42.390583,-72.646894,West Hatfield,MA
1089,42.125793,-72.645334,West Springfield,MA
1090,42.170731,-72.604842,West Springfield,MA
1092,42.202887,-72.229025,West Warren,MA
1093,42.442673,-72.652511,Whately,MA
1094,42.358201,-72.140846,Wheelwright,MA
1095,42.125974,-72.489988,Wilbraham,MA
1096,42.413069,-72.821653,Williamsburg,MA
1097,42.161743,-72.845912,Woronoco,MA
1098,42.40494,-72.896133,Worthington,MA
1101,42.170731,-72.604842,Springfield,MA
1102,42.170731,-72.604842,Springfield,MA
1103,42.103044,-72.590783,Springfield,MA
1104,42.128605,-72.567966,Springfield,MA
1105,42.099793,-72.577732,Springfield,MA
1106,42.049194,-72.567882,Longmeadow,MA
1107,42.126237,-72.586733,Springfield,MA
1108,42.080594,-72.558081,Springfield,MA
1109,42.119293,-72.548981,Springfield,MA
1111,42.170731,-72.604842,Springfield,MA
1114,42.170731,-72.604842,Springfield,MA
1115,42.102894,-72.591633,Springfield,MA
1116,42.170731,-72.604842,Longmeadow,MA
1118,42.093894,-72.523227,Springfield,MA
1119,42.124943,-72.526705,Springfield,MA
1128,42.094616,-72.487229,Springfield,MA
1129,42.124485,-72.489479,Springfield,MA
1133,42.170731,-72.604842,Springfield,MA
1138,42.170731,-72.604842,Springfield,MA
1139,42.170731,-72.604842,Springfield,MA
1144,42.101796,-72.59151,Springfield,MA
1151,42.150593,-72.51278,Indian Orchard,MA
1152,42.170731,-72.604842,Springfield,MA
1199,42.119943,-72.604983,Springfield,MA
1201,42.479475,-73.24807,Pittsfield,MA
1202,42.3929,-73.228483,Pittsfield,MA
1203,42.3929,-73.228483,Pittsfield,MA
1220,42.385595,-73.172166,Adams,MA
1222,42.185969,-73.318695,Ashley Falls,MA
1223,42.3418,-73.103468,Becket,MA
1224,42.3929,-73.228483,Berkshire,MA
1225,42.482125,-73.127483,Cheshire,MA
1226,42.470296,-73.08895,Dalton,MA
1227,42.516145,-73.092852,Dalton,MA
1229,42.279292,-73.343545,Glendale,MA
1230,42.299392,-73.26665,Great Barrington,MA
1235,42.29237,-73.22164,Hinsdale,MA
1236,42.291299,-73.358798,Housatonic,MA
1237,42.487569,-73.235048,Lanesboro,MA
1238,42.369856,-73.267465,Lee,MA
1240,42.459202,-73.219858,Lenox,MA
1242,42.338594,-73.250891,Lenox Dale,MA
1243,42.356088,-73.010448,Middlefield,MA
1244,42.122827,-73.253983,Mill River,MA
1245,42.18669,-73.206498,Monterey,MA
1247,42.426974,-73.18632,North Adams,MA
1252,42.198648,-73.446234,North Egremont,MA
1253,42.213156,-73.090434,Otis,MA
1254,42.233105,-73.238358,Richmond,MA
1255,42.148975,-73.14861,Sandisfield,MA
1256,42.367341,-73.128528,Savoy,MA
1257,42.314564,-73.267694,Sheffield,MA
1258,42.128075,-73.36089,South Egremont,MA
1259,42.198712,-73.278543,Southfield,MA
1260,42.286586,-73.313274,South Lee,MA
1262,42.304604,-73.330001,Stockbridge,MA
1263,42.3929,-73.228483,Stockbridge,MA
1264,42.220001,-73.197865,Tyringham,MA
1266,42.360482,-73.265354,West Stockbridge,MA
1267,42.642075,-73.257699,Williamstown,MA
1270,42.443726,-73.116127,Windsor,MA
1301,42.601335,-72.623619,Greenfield,MA
1302,42.522178,-72.624164,Greenfield,MA
1330,42.562391,-72.738152,Ashfield,MA
1331,42.547302,-72.183903,Athol,MA
1337,42.62706,-72.642888,Bernardston,MA
1338,42.573832,-72.769487,Buckland,MA
1339,42.594252,-72.665507,Charlemont,MA
1340,42.681539,-72.822986,Colrain,MA
1341,42.590824,-72.70976,Conway,MA
1342,42.54723,-72.607679,Deerfield,MA
1343,42.642666,-72.986231,Drury,MA
1344,42.627072,-72.553654,Erving,MA
1346,42.618011,-72.788896,Heath,MA
1347,42.556558,-72.518104,Lake Pleasant,MA
1349,42.621412,-72.705633,Turners Falls,MA
1350,42.721456,-72.976204,Monroe Bridge,MA
1351,42.548107,-72.48693,Montague,MA
1354,42.522178,-72.624164,Northfield,MA
1355,42.518718,-72.534371,New Salem,MA
1360,42.614152,-72.528209,Northfield,MA
1364,42.578325,-72.556589,Orange,MA
1366,42.459632,-72.182962,Petersham,MA
1367,42.683065,-72.715667,Rowe,MA
1368,42.672182,-72.196376,Royalston,MA
1369,42.522178,-72.624164,Shattuckville,MA
1370,42.588812,-72.758781,Shelburne Falls,MA
1373,42.464522,-72.682346,South Deerfield,MA
1375,42.565346,-72.70094,Sunderland,MA
1376,42.654878,-72.718123,Turners Falls,MA
1378,42.667059,-72.339655,Warwick,MA
1379,42.581007,-72.437179,Wendell,MA
1380,42.553431,-72.392694,Wendell Depot,MA
1420,42.583689,-71.816767,Fitchburg,MA
1430,42.654906,-71.920942,Ashburnham,MA
1431,42.446396,-71.459405,Ashby,MA
1432,42.446396,-71.459405,Ayer,MA
1436,42.601427,-72.083838,Baldwinville,MA
1438,42.551681,-72.029434,East Templeton,MA
1440,42.582529,-72.025884,Gardner,MA
1441,42.364807,-71.896868,Westminster,MA
1450,42.446396,-71.459405,Groton,MA
1451,42.500187,-71.575864,Harvard,MA
1452,42.483895,-72.011516,Hubbardston,MA
1453,42.471316,-71.837509,Leominster,MA
1460,42.446396,-71.459405,Littleton,MA
1462,42.583322,-71.752266,Lunenburg,MA
1463,42.446396,-71.459405,Pepperell,MA
1464,42.446396,-71.459405,Shirley,MA
1467,42.487056,-71.613078,Still River,MA
1468,42.555059,-72.072285,Templeton,MA
1469,42.446396,-71.459405,Townsend,MA
1470,42.446396,-71.459405,Groton,MA
1471,42.446396,-71.459405,Groton,MA
1472,42.446396,-71.459405,West Groton,MA
1473,42.549489,-71.913219,Westminster,MA
1474,42.446396,-71.459405,West Townsend,MA
1475,42.661612,-72.047876,Winchendon,MA
1477,42.364807,-71.896868,Winchendon Springs,MA
1501,42.184835,-71.947184,Auburn,MA
1503,42.3129,-71.841656,Berlin,MA
1504,42.114078,-71.799785,Blackstone,MA
1505,42.300037,-71.943458,Boylston,MA
1506,42.19169,-72.105011,Brookfield,MA
1507,42.13277,-71.972627,Charlton,MA
1508,42.109748,-72.079455,Charlton City,MA
1509,42.364807,-71.896868,Charlton Depot,MA
1510,42.413972,-71.687523,Clinton,MA
1515,42.205311,-72.049907,East Brookfield,MA
1516,42.113076,-71.891139,Douglas,MA
1517,42.364807,-71.896868,East Princeton,MA
1518,42.106405,-72.114045,Fiskdale,MA
1519,42.203944,-71.682862,Grafton,MA
1520,42.336791,-71.845316,Holden,MA
1521,42.061063,-72.163991,Holland,MA
1522,42.264629,-71.795442,Jefferson,MA
1523,42.427188,-71.91177,Lancaster,MA
1524,42.238192,-72.012379,Leicester,MA
1525,42.364807,-71.896868,Linwood,MA
1526,42.364807,-71.896868,Manchaug,MA
1527,42.255642,-71.819961,Millbury,MA
1529,42.124662,-71.846943,Millville,MA
1531,42.320938,-72.128644,New Braintree,MA
1532,42.322118,-71.64282,Northborough,MA
1534,42.207191,-71.856807,Northbridge,MA
1535,42.275382,-72.089338,North Brookfield,MA
1536,42.407556,-71.860402,North Grafton,MA
1537,42.166241,-71.891052,North Oxford,MA
1538,42.364807,-71.896868,North Uxbridge,MA
1540,42.109223,-71.855444,Oxford,MA
1541,42.451926,-71.880057,Princeton,MA
1542,42.220085,-71.914361,Rochdale,MA
1543,42.383516,-71.95463,Rutland,MA
1545,42.286992,-71.715313,Shrewsbury,MA
1546,42.364807,-71.896868,Shrewsbury,MA
1550,42.129251,-72.031155,Southbridge,MA
1560,42.176544,-71.681912,South Grafton,MA
1561,42.443539,-71.686137,South Lancaster,MA
1562,42.254837,-72.065612,Spencer,MA
1564,42.366765,-71.939375,Sterling,MA
1566,42.10273,-72.080996,Sturbridge,MA
1568,42.175591,-71.603197,Upton,MA
1569,42.059736,-71.638438,Uxbridge,MA
1570,42.1351,-71.994169,Webster,MA
1571,42.059189,-71.937037,Dudley,MA
1580,42.364807,-71.896868,Westborough,MA
1581,42.255222,-71.845865,Westborough,MA
1582,42.364807,-71.896868,Westborough,MA
1583,42.362783,-71.781215,West Boylston,MA
1585,42.235638,-72.172523,West Brookfield,MA
1586,42.364807,-71.896868,West Millbury,MA
1588,42.166554,-71.899484,Whitinsville,MA
1590,42.126575,-71.755193,Sutton,MA
1601,42.265275,-71.879415,Worcester,MA
1602,42.274595,-71.846966,Worcester,MA
1603,42.245442,-71.839257,Worcester,MA
1604,42.247955,-71.76678,Worcester,MA
1605,42.288792,-71.796128,Worcester,MA
1606,42.311834,-71.794465,Worcester,MA
1607,42.226452,-71.792506,Worcester,MA
1608,42.293501,-71.925696,Worcester,MA
1609,42.282565,-71.827685,Worcester,MA
1610,42.246483,-71.808915,Worcester,MA
1611,42.239392,-71.878716,Cherry Valley,MA
1612,42.304675,-71.892875,Paxton,MA
1613,42.293316,-71.801971,Worcester,MA
1614,42.364807,-71.896868,Worcester,MA
1615,42.364807,-71.896868,Worcester,MA
1653,42.364807,-71.896868,Worcester,MA
1654,42.364807,-71.896868,Worcester,MA
1655,42.364807,-71.896868,Worcester,MA
1701,42.446396,-71.459405,Framingham,MA
1702,42.446396,-71.459405,Framingham,MA
1703,42.446396,-71.459405,Framingham,MA
1704,42.446396,-71.459405,Framingham,MA
1705,42.446396,-71.459405,Framingham,MA
1718,42.446396,-71.459405,Village Of Nagog Woods,MA
1719,42.446396,-71.459405,Boxborough,MA
1720,42.446396,-71.459405,Acton,MA
1721,42.446396,-71.459405,Ashland,MA
1730,42.446396,-71.459405,Bedford,MA
1731,42.446396,-71.459405,Hanscom Afb,MA
1740,42.436043,-71.605916,Bolton,MA
1741,42.446396,-71.459405,Carlisle,MA
1742,42.446396,-71.459405,Concord,MA
1745,42.293442,-71.502762,Fayville,MA
1746,42.446396,-71.459405,Holliston,MA
1747,42.127515,-71.533138,Hopedale,MA
1748,42.446396,-71.459405,Hopkinton,MA
1749,42.446396,-71.459405,Hudson,MA
1752,42.446396,-71.459405,Marlborough,MA
1754,42.446396,-71.459405,Maynard,MA
1756,42.100352,-71.546961,Mendon,MA
1757,42.147087,-71.528085,Milford,MA
1760,42.446396,-71.459405,Natick,MA
1770,42.446396,-71.459405,Sherborn,MA
1772,42.296842,-71.533229,Southborough,MA
1773,42.446396,-71.459405,Lincoln,MA
1775,42.446396,-71.459405,Stow,MA
1776,42.446396,-71.459405,Sudbury,MA
1778,42.446396,-71.459405,Wayland,MA
1784,42.446396,-71.459405,Woodville,MA
1801,42.488595,-71.157271,Woburn,MA
1803,42.504844,-71.201539,Burlington,MA
1805,42.446396,-71.459405,Burlington,MA
1806,42.446396,-71.459405,Woburn,MA
1807,42.446396,-71.459405,Woburn,MA
1808,42.446396,-71.459405,Woburn,MA
1810,42.647991,-71.165685,Andover,MA
1812,42.647191,-71.184202,Andover,MA
1813,42.446396,-71.459405,Woburn,MA
1815,42.446396,-71.459405,Woburn,MA
1821,42.446396,-71.459405,Billerica,MA
1822,42.446396,-71.459405,Billerica,MA
1824,42.446396,-71.459405,Chelmsford,MA
1826,42.446396,-71.459405,Dracut,MA
1827,42.446396,-71.459405,Dunstable,MA
1830,42.792639,-71.072501,Haverhill,MA
1831,42.771095,-71.122054,Haverhill,MA
1832,42.789627,-71.126562,Haverhill,MA
1833,42.72377,-70.981298,Georgetown,MA
1834,42.751074,-71.021437,Groveland,MA
1835,42.752844,-71.084301,Haverhill,MA
1840,42.70734,-71.161052,Lawrence,MA
1841,42.70979,-71.164402,Lawrence,MA
1842,42.635443,-70.879123,Lawrence,MA
1843,42.71037,-71.088303,Lawrence,MA
1844,42.73184,-71.186915,Methuen,MA
1845,42.672835,-71.087689,North Andover,MA
1850,42.446396,-71.459405,Lowell,MA
1851,42.446396,-71.459405,Lowell,MA
1852,42.446396,-71.459405,Lowell,MA
1853,42.446396,-71.459405,Lowell,MA
1854,42.446396,-71.459405,Lowell,MA
1860,42.802441,-71.0896,Merrimac,MA
1862,42.446396,-71.459405,North Billerica,MA
1863,42.446396,-71.459405,North Chelmsford,MA
1864,42.581332,-71.083725,North Reading,MA
1865,42.446396,-71.459405,Nutting Lake,MA
1866,42.446396,-71.459405,Pinehurst,MA
1867,42.537065,-71.107172,Reading,MA
1876,42.446396,-71.459405,Tewksbury,MA
1879,42.446396,-71.459405,Tyngsboro,MA
1880,42.499891,-71.068829,Wakefield,MA
1885,42.635443,-70.879123,West Boxford,MA
1886,42.446396,-71.459405,Westford,MA
1887,42.561782,-71.173888,Wilmington,MA
1888,42.446396,-71.459405,Woburn,MA
1889,42.571633,-71.109646,North Reading,MA
1890,42.454545,-71.148779,Winchester,MA
1899,42.635443,-70.879123,Andover,MA
1901,42.461246,-70.946743,Lynn,MA
1902,42.473195,-70.928593,Lynn,MA
1903,42.635443,-70.879123,Lynn,MA
1904,42.488896,-70.964694,Lynn,MA
1905,42.469395,-70.972844,Lynn,MA
1906,42.472112,-70.997794,Saugus,MA
1907,42.513295,-70.905893,Swampscott,MA
1908,42.427296,-70.922442,Nahant,MA
1910,42.454796,-70.974694,Lynn,MA
1913,42.853539,-70.948211,Amesbury,MA
1915,42.565145,-70.853843,Beverly,MA
1921,42.683256,-71.017403,Boxford,MA
1922,42.763216,-70.92812,Byfield,MA
1923,42.577188,-70.949245,Danvers,MA
1929,42.62781,-70.780576,Essex,MA
1930,42.630011,-70.694179,Gloucester,MA
1931,42.635443,-70.879123,Gloucester,MA
1936,42.635443,-70.879123,Hamilton,MA
1937,42.635443,-70.879123,Hathorne,MA
1938,42.68571,-70.864132,Ipswich,MA
1940,42.533732,-71.028775,Lynnfield,MA
1944,42.579503,-70.755062,Manchester,MA
1945,42.56142,-70.770768,Marblehead,MA
1949,42.644942,-71.087905,Middleton,MA
1950,42.80965,-70.873196,Newburyport,MA
1951,42.777524,-70.867246,Newbury,MA
1952,42.851234,-70.865667,Salisbury,MA
1960,42.536996,-70.973646,Peabody,MA
1961,42.635443,-70.879123,Peabody,MA
1965,42.558113,-70.825743,Prides Crossing,MA
1966,42.657866,-70.618057,Rockport,MA
1969,42.716155,-70.892754,Rowley,MA
1970,42.512946,-70.904237,Salem,MA
1971,42.635443,-70.879123,Salem,MA
1982,42.626664,-70.851125,South Hamilton,MA
1983,42.661793,-70.954487,Topsfield,MA
1984,42.597691,-70.8732,Wenham,MA
1985,42.79414,-70.971068,West Newbury,MA
2018,41.970474,-70.701357,Accord,MA
2019,42.076501,-71.470464,Bellingham,MA
2020,42.081825,-70.643868,Brant Rock,MA
2021,42.179146,-71.121185,Canton,MA
2025,42.233938,-70.815826,Cohasset,MA
2026,42.244733,-71.181141,Dedham,MA
2027,42.180048,-71.08923,Dedham,MA
2030,42.236114,-71.283072,Dover,MA
2031,41.998799,-71.200894,East Mansfield,MA
2032,42.153786,-71.21455,East Walpole,MA
2035,42.062204,-71.235774,Foxboro,MA
2038,42.08868,-71.404814,Franklin,MA
2040,41.970474,-70.701357,Greenbush,MA
2041,42.069642,-70.649075,Green Harbor,MA
2043,42.212105,-70.884989,Hingham,MA
2044,41.970474,-70.701357,Hingham,MA
2045,42.284413,-70.873659,Hull,MA
2047,42.142836,-70.69353,Humarock,MA
2048,42.013182,-71.218373,Mansfield,MA
2050,42.111805,-70.710744,Marshfield,MA
2051,42.151202,-70.734146,Marshfield Hills,MA
2052,42.181265,-71.309934,Medfield,MA
2053,42.156282,-71.427663,Medway,MA
2054,42.165249,-71.36126,Millis,MA
2055,41.970474,-70.701357,Minot,MA
2056,42.117511,-71.331793,Norfolk,MA
2059,41.970474,-70.701357,North Marshfield,MA
2060,41.970474,-70.701357,North Scituate,MA
2061,42.154145,-70.823035,Norwell,MA
2062,42.182798,-71.196277,Norwood,MA
2065,42.097219,-70.651567,Ocean Bluff,MA
2066,42.207254,-70.770188,Scituate,MA
2067,42.105288,-71.184785,Sharon,MA
2070,42.180048,-71.08923,Sheldonville,MA
2071,42.100399,-71.270933,South Walpole,MA
2072,42.118416,-71.105733,Stoughton,MA
2081,42.148624,-71.255533,Walpole,MA
2090,42.220548,-71.199238,Westwood,MA
2093,42.054311,-71.371169,Wrentham,MA
2101,42.370567,-71.026964,Boston,MA
2102,42.338947,-70.919635,Boston,MA
2103,42.338947,-70.919635,Boston,MA
2104,42.338947,-70.919635,Boston,MA
2105,42.338947,-70.919635,Boston,MA
2106,42.354318,-71.073449,Boston,MA
2107,42.338947,-70.919635,Boston,MA
2108,42.353806,-71.102446,Boston,MA
2109,42.360027,-71.054495,Boston,MA
2110,42.352847,-71.051466,Boston,MA
2111,42.351047,-71.059365,Boston,MA
2112,42.338947,-70.919635,Boston,MA
2113,42.365398,-71.055001,Boston,MA
2114,42.362097,-71.023661,Boston,MA
2115,42.342043,-71.096848,Boston,MA
2116,42.347207,-71.086095,Boston,MA
2117,42.338947,-70.919635,Boston,MA
2118,42.336162,-71.072854,Boston,MA
2119,42.323077,-71.084608,Boston,MA
